antecedents,consequents,support,confidence,lift
"Fish,Potatoes","Bananas,Soda",0.02,0.6666666666666667,22.222222222222225
"Fish,Soda","Bananas,Potatoes",0.02,0.6666666666666667,22.222222222222225
"Juice,Toothpaste","Butter,Cheese",0.02,0.6666666666666667,22.222222222222225
"Onions,Soap,Toothpaste","Shampoo,Tomatoes",0.02,0.6666666666666667,22.222222222222225
"Pasta,Tomatoes","Cookies,Detergent",0.02,0.6666666666666667,22.222222222222225
"Shampoo,Tomatoes","Onions,Soap,Toothpaste",0.02,0.6666666666666667,22.222222222222225
"Apples,Cereal","Beef,Water",0.02,0.6666666666666667,16.666666666666668
"Bananas,Detergent","Apples,Pasta",0.02,0.6666666666666667,16.666666666666668
"Bananas,Rice","Fish,Juice",0.02,0.6666666666666667,16.666666666666668
"Beef,Butter","Chips,Shampoo",0.02,0.6666666666666667,16.666666666666668
"Beef,Butter,Chicken","Chips,Shampoo",0.02,0.6666666666666667,16.666666666666668
"Butter,Cereal,Soda","Juice,Soap",0.02,0.6666666666666667,16.666666666666668
"Butter,Cheese","Juice,Water",0.02,0.6666666666666667,16.666666666666668
"Butter,Milk","Juice,Water",0.02,0.6666666666666667,16.666666666666668
"Cereal,Onions,Shampoo","Cookies,Toothpaste",0.02,0.6666666666666667,16.666666666666668
"Chicken,Soap","Rice,Shampoo",0.02,0.6666666666666667,16.666666666666668
"Detergent,Fish","Bread,Chips",0.02,0.6666666666666667,16.666666666666668
"Fish,Soda","Bread,Yogurt",0.02,0.6666666666666667,16.666666666666668
"Fish,Soda","Chips,Eggs",0.02,0.6666666666666667,16.666666666666668
"Juice,Potatoes","Onions,Rice",0.02,0.6666666666666667,16.666666666666668
"Milk,Yogurt","Apples,Shampoo",0.02,0.6666666666666667,16.666666666666668
"Potatoes,Shampoo","Pasta,Soap",0.02,0.6666666666666667,16.666666666666668
"Bananas,Potatoes","Fish,Soap",0.02,0.6666666666666667,13.333333333333334
"Bananas,Shampoo","Apples,Cookies",0.02,0.6666666666666667,13.333333333333334
"Bananas,Soda","Fish,Soap",0.02,0.6666666666666667,13.333333333333334
"Beef,Butter","Chicken,Chips",0.02,0.6666666666666667,13.333333333333334
"Beef,Soda","Milk,Soap",0.02,0.6666666666666667,13.333333333333334
"Butter,Potatoes","Eggs,Soap",0.02,0.6666666666666667,13.333333333333334
"Chips,Soap","Butter,Fish",0.02,0.6666666666666667,13.333333333333334
"Cookies,Shampoo,Soap","Beef,Onions",0.02,0.6666666666666667,13.333333333333334
"Fish,Potatoes","Bananas,Chips",0.02,0.6666666666666667,13.333333333333334
"Juice,Potatoes","Milk,Soap",0.02,0.6666666666666667,13.333333333333334
"Milk,Shampoo","Beef,Cookies",0.02,0.6666666666666667,13.333333333333334
"Onions,Tomatoes","Soap,Toothpaste",0.02,0.6666666666666667,13.333333333333334
"Potatoes,Soap,Soda","Bananas,Fish",0.02,0.6666666666666667,13.333333333333334
"Shampoo,Tomatoes","Onions,Toothpaste",0.02,0.6666666666666667,13.333333333333334
"Shampoo,Tomatoes","Soap,Toothpaste",0.02,0.6666666666666667,13.333333333333334
"Bananas,Water","Detergent,Onions",0.02,0.6666666666666667,11.111111111111112
"Beef,Butter","Chicken,Shampoo",0.02,0.6666666666666667,11.111111111111112
"Beef,Butter","Chicken,Toothpaste",0.02,0.6666666666666667,11.111111111111112
"Beef,Cookies,Soap","Onions,Shampoo",0.02,0.6666666666666667,11.111111111111112
"Bread,Pasta","Beef,Chips",0.02,0.6666666666666667,11.111111111111112
"Bread,Water","Detergent,Eggs",0.02,0.6666666666666667,11.111111111111112
"Cereal,Shampoo,Toothpaste","Cookies,Onions",0.02,0.6666666666666667,11.111111111111112
"Cookies,Milk","Beef,Shampoo",0.02,0.6666666666666667,11.111111111111112
"Cookies,Onions,Soap","Beef,Shampoo",0.02,0.6666666666666667,11.111111111111112
"Fish,Potatoes","Bananas,Soap",0.02,0.6666666666666667,11.111111111111112
"Fish,Soda","Bananas,Soap",0.02,0.6666666666666667,11.111111111111112
"Onions,Tomatoes","Shampoo,Toothpaste",0.02,0.6666666666666667,11.111111111111112
"Potatoes,Shampoo","Butter,Soap",0.02,0.6666666666666667,11.111111111111112
"Rice,Toothpaste","Chicken,Shampoo",0.02,0.6666666666666667,11.111111111111112
"Soap,Tomatoes,Toothpaste","Onions,Shampoo",0.02,0.6666666666666667,11.111111111111112
"Bananas,Potatoes","Chips,Fish",0.02,0.6666666666666667,9.523809523809524
"Bananas,Soda","Soap,Yogurt",0.02,0.6666666666666667,9.523809523809524
"Beef,Cookies,Shampoo","Onions,Soap",0.02,0.6666666666666667,9.523809523809524
"Beef,Potatoes","Soap,Water",0.02,0.6666666666666667,9.523809523809524
"Butter,Chips,Shampoo","Beef,Chicken",0.02,0.6666666666666667,9.523809523809524
"Butter,Potatoes","Shampoo,Soap",0.02,0.6666666666666667,9.523809523809524
"Cookies,Detergent","Soap,Yogurt",0.02,0.6666666666666667,9.523809523809524
"Cookies,Rice","Chips,Fish",0.02,0.6666666666666667,9.523809523809524
"Eggs,Soda","Chips,Fish",0.02,0.6666666666666667,9.523809523809524
"Fish,Shampoo","Beef,Chicken",0.02,0.6666666666666667,9.523809523809524
"Onions,Tomatoes","Shampoo,Soap",0.02,0.6666666666666667,9.523809523809524
"Shampoo,Tomatoes","Onions,Soap",0.02,0.6666666666666667,9.523809523809524
"Soda,Tomatoes","Cereal,Toothpaste",0.02,0.6666666666666667,9.523809523809524
"Bananas,Fish,Potatoes","Soap,Soda",0.02,0.6666666666666667,8.333333333333334
"Bananas,Potatoes","Soap,Soda",0.02,0.6666666666666667,8.333333333333334
"Beef,Chicken,Shampoo","Butter,Chips",0.02,0.6666666666666667,8.333333333333334
"Beef,Onions,Soap","Cookies,Shampoo",0.02,0.6666666666666667,8.333333333333334
"Cereal,Onions,Toothpaste","Cookies,Shampoo",0.02,0.6666666666666667,8.333333333333334
"Fish,Potatoes","Soap,Soda",0.02,0.6666666666666667,8.333333333333334
"Milk,Shampoo","Apples,Yogurt",0.02,0.6666666666666667,8.333333333333334
"Bananas,Soda","Potatoes,Soap",0.02,0.6666666666666667,7.407407407407408
"Butter,Eggs","Potatoes,Soap",0.02,0.6666666666666667,7.407407407407408
"Cereal,Soap,Soda","Butter,Juice",0.02,0.6666666666666667,7.407407407407408
"Fish,Soda","Potatoes,Soap",0.02,0.6666666666666667,7.407407407407408
"Apples,Cheese",Milk,0.02,0.6666666666666667,4.4444444444444455
"Bananas,Chips,Fish",Potatoes,0.02,0.6666666666666667,4.4444444444444455
"Bananas,Soap,Soda",Potatoes,0.02,0.6666666666666667,4.4444444444444455
"Bananas,Soda",Potatoes,0.02,0.6666666666666667,4.4444444444444455
"Beef,Cookies,Shampoo",Milk,0.02,0.6666666666666667,4.4444444444444455
"Beef,Onions,Soap",Milk,0.02,0.6666666666666667,4.4444444444444455
"Beef,Soap,Water",Potatoes,0.02,0.6666666666666667,4.4444444444444455
"Beef,Soda",Milk,0.02,0.6666666666666667,4.4444444444444455
"Bread,Pasta",Cheese,0.02,0.6666666666666667,4.4444444444444455
"Butter,Eggs",Potatoes,0.02,0.6666666666666667,4.4444444444444455
"Butter,Juice,Water",Cheese,0.02,0.6666666666666667,4.4444444444444455
"Butter,Juice,Water",Milk,0.02,0.6666666666666667,4.4444444444444455
"Butter,Shampoo,Soap",Potatoes,0.02,0.6666666666666667,4.4444444444444455
"Cereal,Cheese",Tomatoes,0.02,0.6666666666666667,4.4444444444444455
"Cereal,Soap,Toothpaste",Tomatoes,0.02,0.6666666666666667,4.4444444444444455
"Cereal,Soda,Toothpaste",Tomatoes,0.02,0.6666666666666667,4.4444444444444455
"Chicken,Onions",Cheese,0.02,0.6666666666666667,4.4444444444444455
"Cookies,Detergent",Tomatoes,0.02,0.6666666666666667,4.4444444444444455
"Eggs,Soap,Water",Potatoes,0.02,0.6666666666666667,4.4444444444444455
"Fish,Soda",Potatoes,0.02,0.6666666666666667,4.4444444444444455
"Juice,Potatoes",Milk,0.02,0.6666666666666667,4.4444444444444455
"Juice,Toothpaste",Cheese,0.02,0.6666666666666667,4.4444444444444455
"Juice,Toothpaste",Tomatoes,0.02,0.6666666666666667,4.4444444444444455
"Milk,Toothpaste",Tomatoes,0.02,0.6666666666666667,4.4444444444444455
"Onions,Soap,Toothpaste",Tomatoes,0.02,0.6666666666666667,4.4444444444444455
"Bananas,Fish,Juice",Rice,0.02,0.6666666666666667,4.166666666666667
"Butter,Shampoo,Soap",Rice,0.02,0.6666666666666667,4.166666666666667
"Chicken,Onions",Rice,0.02,0.6666666666666667,4.166666666666667
"Chicken,Soap",Rice,0.02,0.6666666666666667,4.166666666666667
"Juice,Potatoes",Rice,0.02,0.6666666666666667,4.166666666666667
"Apples,Beef,Water",Cereal,0.02,0.6666666666666667,3.703703703703704
"Beef,Potatoes",Eggs,0.02,0.6666666666666667,3.703703703703704
"Beef,Soap,Water",Eggs,0.02,0.6666666666666667,3.703703703703704
"Bread,Cheese",Eggs,0.02,0.6666666666666667,3.703703703703704
"Bread,Detergent,Water",Eggs,0.02,0.6666666666666667,3.703703703703704
"Bread,Water",Eggs,0.02,0.6666666666666667,3.703703703703704
"Butter,Potatoes",Eggs,0.02,0.6666666666666667,3.703703703703704
"Butter,Potatoes,Soap",Eggs,0.02,0.6666666666666667,3.703703703703704
"Butter,Shampoo,Soda",Cereal,0.02,0.6666666666666667,3.703703703703704
"Butter,Soap,Soda",Cereal,0.02,0.6666666666666667,3.703703703703704
"Cheese,Tomatoes",Cereal,0.02,0.6666666666666667,3.703703703703704
"Detergent,Toothpaste,Yogurt",Eggs,0.02,0.6666666666666667,3.703703703703704
"Fish,Soda",Eggs,0.02,0.6666666666666667,3.703703703703704
"Potatoes,Soap,Water",Eggs,0.02,0.6666666666666667,3.703703703703704
"Soap,Tomatoes,Toothpaste",Cereal,0.02,0.6666666666666667,3.703703703703704
"Soda,Tomatoes",Cereal,0.02,0.6666666666666667,3.703703703703704
"Apples,Beef,Cereal",Water,0.02,0.6666666666666667,3.5087719298245617
"Apples,Cereal",Water,0.02,0.6666666666666667,3.5087719298245617
"Bananas,Detergent",Pasta,0.02,0.6666666666666667,3.5087719298245617
"Bananas,Detergent",Water,0.02,0.6666666666666667,3.5087719298245617
"Beef,Chips",Chicken,0.04,0.6666666666666667,3.5087719298245617
"Beef,Chips",Pasta,0.04,0.6666666666666667,3.5087719298245617
"Beef,Fish,Shampoo",Chicken,0.02,0.6666666666666667,3.5087719298245617
"Beef,Potatoes",Water,0.02,0.6666666666666667,3.5087719298245617
"Bread,Cheese",Pasta,0.02,0.6666666666666667,3.5087719298245617
"Butter,Cereal,Shampoo",Chicken,0.02,0.6666666666666667,3.5087719298245617
"Butter,Cheese",Water,0.02,0.6666666666666667,3.5087719298245617
"Butter,Cheese,Juice",Water,0.02,0.6666666666666667,3.5087719298245617
"Butter,Chips,Shampoo",Chicken,0.02,0.6666666666666667,3.5087719298245617
"Butter,Milk",Water,0.02,0.6666666666666667,3.5087719298245617
"Butter,Rice,Shampoo",Chicken,0.02,0.6666666666666667,3.5087719298245617
"Cheese,Milk",Water,0.02,0.6666666666666667,3.5087719298245617
"Cheese,Soap",Water,0.02,0.6666666666666667,3.5087719298245617
"Cookies,Detergent",Pasta,0.02,0.6666666666666667,3.5087719298245617
"Detergent,Eggs,Toothpaste",Chicken,0.02,0.6666666666666667,3.5087719298245617
"Detergent,Eggs,Yogurt",Chicken,0.02,0.6666666666666667,3.5087719298245617
"Eggs,Potatoes,Soap",Water,0.02,0.6666666666666667,3.5087719298245617
"Fish,Shampoo",Chicken,0.02,0.6666666666666667,3.5087719298245617
"Potatoes,Shampoo",Pasta,0.02,0.6666666666666667,3.5087719298245617
"Potatoes,Shampoo,Soap",Pasta,0.02,0.6666666666666667,3.5087719298245617
"Rice,Shampoo,Soap",Chicken,0.02,0.6666666666666667,3.5087719298245617
"Rice,Toothpaste",Chicken,0.02,0.6666666666666667,3.5087719298245617
"Shampoo,Tomatoes",Chicken,0.02,0.6666666666666667,3.5087719298245617
"Apples,Bananas,Cookies",Shampoo,0.02,0.6666666666666667,3.3333333333333335
"Bananas,Butter",Chips,0.02,0.6666666666666667,3.3333333333333335
"Bananas,Butter",Shampoo,0.02,0.6666666666666667,3.3333333333333335
"Bananas,Fish,Juice",Chips,0.02,0.6666666666666667,3.3333333333333335
"Bananas,Fish,Potatoes",Chips,0.02,0.6666666666666667,3.3333333333333335
"Bananas,Fish,Potatoes",Soda,0.02,0.6666666666666667,3.3333333333333335
"Bananas,Potatoes",Chips,0.02,0.6666666666666667,3.3333333333333335
"Bananas,Potatoes",Soda,0.02,0.6666666666666667,3.3333333333333335
"Bananas,Shampoo",Cookies,0.02,0.6666666666666667,3.3333333333333335
"Beef,Butter",Chips,0.02,0.6666666666666667,3.3333333333333335
"Beef,Butter",Shampoo,0.02,0.6666666666666667,3.3333333333333335
"Beef,Butter,Chicken",Chips,0.02,0.6666666666666667,3.3333333333333335
"Beef,Butter,Chicken",Shampoo,0.02,0.6666666666666667,3.3333333333333335
"Beef,Chicken,Fish",Shampoo,0.02,0.6666666666666667,3.3333333333333335
"Beef,Chicken,Shampoo",Chips,0.02,0.6666666666666667,3.3333333333333335
"Beef,Chicken,Toothpaste",Chips,0.02,0.6666666666666667,3.3333333333333335
"Beef,Cookies,Soap",Shampoo,0.02,0.6666666666666667,3.3333333333333335
"Beef,Milk,Soap",Soda,0.02,0.6666666666666667,3.3333333333333335
"Beef,Onions,Soap",Cookies,0.02,0.6666666666666667,3.3333333333333335
"Beef,Onions,Soap",Shampoo,0.02,0.6666666666666667,3.3333333333333335
"Bread,Detergent,Fish",Chips,0.02,0.6666666666666667,3.3333333333333335
"Bread,Pasta",Chips,0.02,0.6666666666666667,3.3333333333333335
"Butter,Cereal,Shampoo",Soda,0.02,0.6666666666666667,3.3333333333333335
"Butter,Cereal,Soda",Shampoo,0.02,0.6666666666666667,3.3333333333333335
"Butter,Chips,Toothpaste",Shampoo,0.02,0.6666666666666667,3.3333333333333335
"Butter,Pasta,Shampoo",Cookies,0.02,0.6666666666666667,3.3333333333333335
"Butter,Potatoes",Shampoo,0.02,0.6666666666666667,3.3333333333333335
"Butter,Potatoes,Soap",Shampoo,0.02,0.6666666666666667,3.3333333333333335
"Butter,Shampoo,Soda",Cookies,0.02,0.6666666666666667,3.3333333333333335
"Cereal,Chips",Cookies,0.02,0.6666666666666667,3.3333333333333335
"Cereal,Detergent",Shampoo,0.02,0.6666666666666667,3.3333333333333335
"Cereal,Onions,Shampoo",Cookies,0.02,0.6666666666666667,3.3333333333333335
"Cereal,Onions,Shampoo,Toothpaste",Cookies,0.02,0.6666666666666667,3.3333333333333335
"Cereal,Onions,Toothpaste",Cookies,0.02,0.6666666666666667,3.3333333333333335
"Cereal,Shampoo,Toothpaste",Cookies,0.02,0.6666666666666667,3.3333333333333335
"Cereal,Soap,Toothpaste",Cookies,0.02,0.6666666666666667,3.3333333333333335
"Cereal,Soda,Toothpaste",Cookies,0.02,0.6666666666666667,3.3333333333333335
"Cereal,Tomatoes,Toothpaste",Cookies,0.02,0.6666666666666667,3.3333333333333335
"Cereal,Tomatoes,Toothpaste",Soda,0.02,0.6666666666666667,3.3333333333333335
"Cheese,Eggs",Bread,0.02,0.6666666666666667,3.3333333333333335
"Cheese,Pasta",Bread,0.02,0.6666666666666667,3.3333333333333335
"Cheese,Soap",Soda,0.02,0.6666666666666667,3.3333333333333335
"Chicken,Soap",Shampoo,0.02,0.6666666666666667,3.3333333333333335
"Chicken,Soap",Soda,0.02,0.6666666666666667,3.3333333333333335
"Chips,Fish,Rice",Cookies,0.02,0.6666666666666667,3.3333333333333335
"Chips,Tomatoes",Cookies,0.02,0.6666666666666667,3.3333333333333335
"Cookies,Milk",Shampoo,0.02,0.6666666666666667,3.3333333333333335
"Cookies,Onions",Shampoo,0.04,0.6666666666666667,3.3333333333333335
"Cookies,Rice",Chips,0.02,0.6666666666666667,3.3333333333333335
"Detergent,Eggs",Bread,0.04,0.6666666666666667,3.3333333333333335
"Detergent,Eggs,Yogurt",Bread,0.02,0.6666666666666667,3.3333333333333335
"Detergent,Fish",Chips,0.02,0.6666666666666667,3.3333333333333335
"Eggs,Soda",Chips,0.02,0.6666666666666667,3.3333333333333335
"Fish,Potatoes",Chips,0.02,0.6666666666666667,3.3333333333333335
"Fish,Potatoes",Soda,0.02,0.6666666666666667,3.3333333333333335
"Fish,Soda",Bread,0.02,0.6666666666666667,3.3333333333333335
"Fish,Soda",Chips,0.02,0.6666666666666667,3.3333333333333335
"Milk,Shampoo",Cookies,0.02,0.6666666666666667,3.3333333333333335
"Milk,Yogurt",Shampoo,0.02,0.6666666666666667,3.3333333333333335
"Onions,Shampoo",Cookies,0.04,0.6666666666666667,3.3333333333333335
"Onions,Soap,Toothpaste",Shampoo,0.02,0.6666666666666667,3.3333333333333335
"Onions,Tomatoes",Shampoo,0.02,0.6666666666666667,3.3333333333333335
"Pasta,Soda",Cookies,0.02,0.6666666666666667,3.3333333333333335
"Pasta,Tomatoes",Cookies,0.02,0.6666666666666667,3.3333333333333335
"Rice,Toothpaste",Shampoo,0.02,0.6666666666666667,3.3333333333333335
"Soap,Tomatoes,Toothpaste",Shampoo,0.02,0.6666666666666667,3.3333333333333335
"Apples,Tomatoes",Detergent,0.02,0.6666666666666667,3.174603174603175
"Bananas,Water",Detergent,0.02,0.6666666666666667,3.174603174603175
"Beef,Tomatoes",Detergent,0.04,0.6666666666666667,3.174603174603175
"Bread,Cheese",Detergent,0.02,0.6666666666666667,3.174603174603175
"Bread,Eggs",Detergent,0.04,0.6666666666666667,3.174603174603175
"Bread,Onions",Detergent,0.02,0.6666666666666667,3.174603174603175
"Bread,Pasta",Detergent,0.02,0.6666666666666667,3.174603174603175
"Butter,Milk",Detergent,0.02,0.6666666666666667,3.174603174603175
"Chips,Soap",Detergent,0.02,0.6666666666666667,3.174603174603175
"Eggs,Toothpaste,Yogurt",Detergent,0.02,0.6666666666666667,3.174603174603175
"Pasta,Tomatoes",Detergent,0.02,0.6666666666666667,3.174603174603175
"Apples,Cheese",Beef,0.02,0.6666666666666667,3.0303030303030307
"Apples,Cookies,Shampoo",Bananas,0.02,0.6666666666666667,3.0303030303030307
"Apples,Tomatoes",Bananas,0.02,0.6666666666666667,3.0303030303030307
"Bananas,Chips,Fish",Juice,0.02,0.6666666666666667,3.0303030303030307
"Bananas,Detergent",Apples,0.02,0.6666666666666667,3.0303030303030307
"Bananas,Rice",Fish,0.02,0.6666666666666667,3.0303030303030307
"Bananas,Rice",Juice,0.02,0.6666666666666667,3.0303030303030307
"Bananas,Shampoo",Apples,0.02,0.6666666666666667,3.0303030303030307
"Bananas,Soap,Soda",Fish,0.02,0.6666666666666667,3.0303030303030307
"Bananas,Soda",Fish,0.02,0.6666666666666667,3.0303030303030307
"Beef,Butter",Toothpaste,0.02,0.6666666666666667,3.0303030303030307
"Beef,Butter,Chicken",Toothpaste,0.02,0.6666666666666667,3.0303030303030307
"Beef,Cheese",Apples,0.02,0.6666666666666667,3.0303030303030307
"Beef,Chicken,Shampoo",Fish,0.02,0.6666666666666667,3.0303030303030307
"Beef,Cookies,Soap",Fish,0.02,0.6666666666666667,3.0303030303030307
"Beef,Soap,Water",Apples,0.02,0.6666666666666667,3.0303030303030307
"Bread,Chips,Detergent",Fish,0.02,0.6666666666666667,3.0303030303030307
"Bread,Pasta",Beef,0.02,0.6666666666666667,3.0303030303030307
"Butter,Cereal,Soda",Juice,0.02,0.6666666666666667,3.0303030303030307
"Butter,Cereal,Soda",Toothpaste,0.02,0.6666666666666667,3.0303030303030307
"Butter,Cheese",Toothpaste,0.02,0.6666666666666667,3.0303030303030307
"Butter,Cheese,Juice",Toothpaste,0.02,0.6666666666666667,3.0303030303030307
"Butter,Chips,Shampoo",Beef,0.02,0.6666666666666667,3.0303030303030307
"Butter,Chips,Shampoo",Toothpaste,0.02,0.6666666666666667,3.0303030303030307
"Butter,Milk",Juice,0.02,0.6666666666666667,3.0303030303030307
"Butter,Shampoo,Soda",Juice,0.02,0.6666666666666667,3.0303030303030307
"Butter,Soap,Soda",Juice,0.02,0.6666666666666667,3.0303030303030307
"Butter,Soda",Juice,0.04,0.6666666666666667,3.0303030303030307
"Cereal,Chips",Toothpaste,0.02,0.6666666666666667,3.0303030303030307
"Cereal,Cookies,Tomatoes",Toothpaste,0.02,0.6666666666666667,3.0303030303030307
"Cereal,Soap,Soda",Juice,0.02,0.6666666666666667,3.0303030303030307
"Cheese,Milk",Apples,0.02,0.6666666666666667,3.0303030303030307
"Chicken,Detergent,Eggs",Toothpaste,0.02,0.6666666666666667,3.0303030303030307
"Chicken,Rice,Shampoo",Toothpaste,0.02,0.6666666666666667,3.0303030303030307
"Chips,Pasta",Beef,0.04,0.6666666666666667,3.0303030303030307
"Chips,Soap",Bananas,0.02,0.6666666666666667,3.0303030303030307
"Chips,Soap",Fish,0.02,0.6666666666666667,3.0303030303030307
"Cookies,Milk",Beef,0.02,0.6666666666666667,3.0303030303030307
"Cookies,Onions,Shampoo,Soap",Beef,0.02,0.6666666666666667,3.0303030303030307
"Cookies,Onions,Soap",Beef,0.02,0.6666666666666667,3.0303030303030307
"Cookies,Rice",Fish,0.02,0.6666666666666667,3.0303030303030307
"Cookies,Shampoo,Soap",Beef,0.02,0.6666666666666667,3.0303030303030307
"Detergent,Eggs,Yogurt",Toothpaste,0.02,0.6666666666666667,3.0303030303030307
"Eggs,Soap,Water",Beef,0.02,0.6666666666666667,3.0303030303030307
"Eggs,Soda",Fish,0.02,0.6666666666666667,3.0303030303030307
"Fish,Soda",Bananas,0.02,0.6666666666666667,3.0303030303030307
"Milk,Onions,Soap",Beef,0.02,0.6666666666666667,3.0303030303030307
"Milk,Pasta",Juice,0.02,0.6666666666666667,3.0303030303030307
"Milk,Potatoes,Soap",Apples,0.02,0.6666666666666667,3.0303030303030307
"Milk,Potatoes,Soap",Juice,0.02,0.6666666666666667,3.0303030303030307
"Milk,Shampoo",Apples,0.02,0.6666666666666667,3.0303030303030307
"Milk,Shampoo",Beef,0.02,0.6666666666666667,3.0303030303030307
"Milk,Toothpaste",Beef,0.02,0.6666666666666667,3.0303030303030307
"Milk,Yogurt",Apples,0.02,0.6666666666666667,3.0303030303030307
"Milk,Yogurt",Beef,0.02,0.6666666666666667,3.0303030303030307
"Onions,Shampoo",Toothpaste,0.04,0.6666666666666667,3.0303030303030307
"Onions,Tomatoes",Beef,0.02,0.6666666666666667,3.0303030303030307
"Onions,Tomatoes",Toothpaste,0.02,0.6666666666666667,3.0303030303030307
"Potatoes,Soap,Soda",Bananas,0.02,0.6666666666666667,3.0303030303030307
"Potatoes,Soap,Soda",Fish,0.02,0.6666666666666667,3.0303030303030307
"Potatoes,Soap,Water",Beef,0.02,0.6666666666666667,3.0303030303030307
"Rice,Toothpaste",Fish,0.02,0.6666666666666667,3.0303030303030307
"Shampoo,Tomatoes",Beef,0.02,0.6666666666666667,3.0303030303030307
"Shampoo,Tomatoes",Toothpaste,0.02,0.6666666666666667,3.0303030303030307
"Soda,Tomatoes",Toothpaste,0.02,0.6666666666666667,3.0303030303030307
"Apples,Cheese",Onions,0.02,0.6666666666666667,2.898550724637681
"Bananas,Detergent",Onions,0.02,0.6666666666666667,2.898550724637681
"Bananas,Rice",Onions,0.02,0.6666666666666667,2.898550724637681
"Bananas,Water",Onions,0.02,0.6666666666666667,2.898550724637681
"Beef,Cookies,Shampoo",Onions,0.02,0.6666666666666667,2.898550724637681
"Beef,Cookies,Soap",Onions,0.02,0.6666666666666667,2.898550724637681
"Beef,Milk,Soap",Onions,0.02,0.6666666666666667,2.898550724637681
"Cheese,Eggs",Onions,0.02,0.6666666666666667,2.898550724637681
"Cookies,Potatoes",Onions,0.02,0.6666666666666667,2.898550724637681
"Juice,Potatoes",Onions,0.02,0.6666666666666667,2.898550724637681
"Milk,Rice",Onions,0.02,0.6666666666666667,2.898550724637681
"Shampoo,Tomatoes",Onions,0.02,0.6666666666666667,2.898550724637681
"Shampoo,Toothpaste",Onions,0.04,0.6666666666666667,2.898550724637681
"Soap,Tomatoes,Toothpaste",Onions,0.02,0.6666666666666667,2.898550724637681
"Bananas,Shampoo",Butter,0.02,0.6666666666666667,2.777777777777778
"Beef,Chicken,Shampoo",Butter,0.02,0.6666666666666667,2.777777777777778
"Beef,Chicken,Toothpaste",Butter,0.02,0.6666666666666667,2.777777777777778
"Bread,Juice",Butter,0.02,0.6666666666666667,2.777777777777778
"Cereal,Soap,Soda",Butter,0.02,0.6666666666666667,2.777777777777778
"Cereal,Soda,Toothpaste",Butter,0.02,0.6666666666666667,2.777777777777778
"Chicken,Rice,Shampoo",Butter,0.02,0.6666666666666667,2.777777777777778
"Chicken,Shampoo",Butter,0.04,0.6666666666666667,2.777777777777778
"Chips,Soap",Butter,0.02,0.6666666666666667,2.777777777777778
"Eggs,Potatoes,Soap",Butter,0.02,0.6666666666666667,2.777777777777778
"Juice,Toothpaste",Butter,0.02,0.6666666666666667,2.777777777777778
"Potatoes,Shampoo",Butter,0.02,0.6666666666666667,2.777777777777778
"Potatoes,Shampoo,Soap",Butter,0.02,0.6666666666666667,2.777777777777778
"Rice,Shampoo,Soap",Butter,0.02,0.6666666666666667,2.777777777777778
"Apples,Beef,Water",Soap,0.02,0.6666666666666667,2.666666666666667
"Bananas,Detergent",Soap,0.02,0.6666666666666667,2.666666666666667
"Bananas,Eggs",Soap,0.02,0.6666666666666667,2.666666666666667
"Bananas,Fish,Potatoes",Soap,0.02,0.6666666666666667,2.666666666666667
"Bananas,Potatoes",Soap,0.02,0.6666666666666667,2.666666666666667
"Beef,Cookies,Shampoo",Soap,0.02,0.6666666666666667,2.666666666666667
"Beef,Potatoes",Soap,0.02,0.6666666666666667,2.666666666666667
"Beef,Soda",Soap,0.02,0.6666666666666667,2.666666666666667
"Butter,Cereal,Soda",Soap,0.02,0.6666666666666667,2.666666666666667
"Butter,Chips,Fish",Soap,0.02,0.6666666666666667,2.666666666666667
"Butter,Eggs",Soap,0.02,0.6666666666666667,2.666666666666667
"Butter,Rice,Shampoo",Soap,0.02,0.6666666666666667,2.666666666666667
"Cereal,Tomatoes,Toothpaste",Soap,0.02,0.6666666666666667,2.666666666666667
"Chicken,Rice,Shampoo",Soap,0.02,0.6666666666666667,2.666666666666667
"Cookies,Detergent",Soap,0.02,0.6666666666666667,2.666666666666667
"Fish,Potatoes",Soap,0.02,0.6666666666666667,2.666666666666667
"Fish,Soda",Soap,0.02,0.6666666666666667,2.666666666666667
"Juice,Potatoes",Soap,0.02,0.6666666666666667,2.666666666666667
"Milk,Shampoo",Soap,0.02,0.6666666666666667,2.666666666666667
"Milk,Yogurt",Soap,0.02,0.6666666666666667,2.666666666666667
"Onions,Shampoo",Soap,0.04,0.6666666666666667,2.666666666666667
"Onions,Tomatoes",Soap,0.02,0.6666666666666667,2.666666666666667
"Shampoo,Tomatoes",Soap,0.02,0.6666666666666667,2.666666666666667
"Bananas,Bread",Yogurt,0.02,0.6666666666666667,2.5641025641025643
"Bananas,Soap",Yogurt,0.04,0.6666666666666667,2.5641025641025643
"Bananas,Soap,Soda",Yogurt,0.02,0.6666666666666667,2.5641025641025643
"Bananas,Soda",Yogurt,0.02,0.6666666666666667,2.5641025641025643
"Chicken,Detergent,Eggs",Yogurt,0.02,0.6666666666666667,2.5641025641025643
"Cookies,Detergent",Yogurt,0.02,0.6666666666666667,2.5641025641025643
"Detergent,Eggs,Toothpaste",Yogurt,0.02,0.6666666666666667,2.5641025641025643
"Fish,Soda",Yogurt,0.02,0.6666666666666667,2.5641025641025643
"Milk,Shampoo",Yogurt,0.02,0.6666666666666667,2.5641025641025643
